start,k,objective,iteration,variant,index,shift_rms,state_rms,agreement_rms,write_rms,local_gap_rms,agreement_ratio,write_ratio,local_gap_ratio,conditional_drift_rms,guided_drift_rms,u_resnet_p,u_resnet_top1,u_resnet_prediction,u_convnext_p,u_convnext_top1,u_convnext_prediction,c_resnet_p,c_resnet_top1,c_resnet_prediction,c_convnext_p,c_convnext_top1,c_convnext_prediction,g_resnet_p,g_resnet_top1,g_resnet_prediction,g_convnext_p,g_convnext_top1,g_convnext_prediction,initial_agreement_rms,initial_local_gap_rms,initial_state_rms,conditional_drift_over_initial_gap,guided_drift_over_initial_gap,shift_over_initial_state_rms,reference_radius_rms,shift_over_reference_radius,coarse_relative_mse,coarse_objective_rms_ratio,fine_objective_rms_ratio,u_resnet_p_before,u_resnet_top1_before,u_convnext_p_before,u_convnext_top1_before,c_resnet_p_before,c_resnet_top1_before,c_convnext_p_before,c_convnext_top1_before,g_resnet_p_before,g_resnet_top1_before,g_convnext_p_before,g_convnext_top1_before,delta_u_resnet_p,delta_u_resnet_top1,delta_u_convnext_p,delta_u_convnext_top1,delta_c_resnet_p,delta_c_resnet_top1,delta_c_convnext_p,delta_c_convnext_top1,delta_g_resnet_p,delta_g_resnet_top1,delta_g_convnext_p,delta_g_convnext_top1
0,8,agreement,0,optimized,0,0.0,0.889922022819519,0.19102391600608826,0.19102391600608826,0.08001188933849335,1.0,1.0,1.0,0.0,0.0,0.00022586341947317123,0.0,162.0,0.001329111517407,0.0,166.0,0.5565075874328613,1.0,272.0,0.6151199340820312,1.0,272.0,0.9547959566116333,1.0,272.0,0.6913779973983765,1.0,272.0,0.19102391600608826,0.08001188933849335,0.889922022819519,0.0,0.0,0.0,0.006250928854569793,0.0,1.0,1.0,1.0,0.00022586341947317123,0.0,0.001329111517407,0.0,0.5565075874328613,1.0,0.6151199340820312,1.0,0.9547959566116333,1.0,0.6913779973983765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,agreement,0,optimized,1,0.0,0.8802638053894043,0.2992107570171356,0.2992107570171356,0.10995494574308395,1.0,1.0,1.0,0.0,0.0,0.001085132360458374,0.0,889.0,0.0002597496204543859,0.0,997.0,0.026495344936847687,0.0,996.0,0.09515859186649323,0.0,991.0,0.9506036043167114,1.0,508.0,0.781722366809845,1.0,508.0,0.2992107570171356,0.10995494574308395,0.8802638053894043,0.0,0.0,0.0,0.008590230136178434,0.0,1.0,1.0,1.0,0.001085132360458374,0.0,0.0002597496204543859,0.0,0.026495344936847687,0.0,0.09515859186649323,0.0,0.9506036043167114,1.0,0.781722366809845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,agreement,1,optimized,0,0.00027240204508416355,0.8899184465408325,0.18196363747119904,0.18064537644386292,0.07994069904088974,0.9525699019432068,0.9456688761711121,0.9991102814674377,0.002451051026582718,0.0014914514031261206,0.0003846082545351237,0.0,162.0,0.0026942305266857147,0.0,166.0,0.5584055185317993,1.0,272.0,0.6167652010917664,1.0,272.0,0.9560377597808838,1.0,272.0,0.6941210031509399,1.0,272.0,0.19102391600608826,0.08001188933849335,0.889922022819519,0.012831121242978805,0.007807668454868162,0.0003060965321670752,0.006250928854569793,0.04357785081572666,0.9152355790138245,0.9566794546836597,0.9525699019432068,0.00022586341947317123,0.0,0.001329111517407,0.0,0.5565075874328613,1.0,0.6151199340820312,1.0,0.9547959566116333,1.0,0.6913779973983765,1.0,0.00015874483506195247,0.0,0.0013651190092787147,0.0,0.0018979310989379883,0.0,0.0016452670097351074,0.0,0.0012418031692504883,0.0,0.0027430057525634766,0.0
0,8,agreement,1,optimized,1,0.00011806087422883138,0.8802613615989685,0.2971653342247009,0.2992309629917145,0.10989918559789658,0.9931639432907104,1.0000674724578857,0.999492883682251,0.0038418020121753216,0.003927993588149548,0.0010843649506568909,0.0,889.0,0.0002651852846611291,0.0,997.0,0.027199648320674896,0.0,996.0,0.08311812579631805,0.0,991.0,0.9478392601013184,1.0,508.0,0.7782246470451355,1.0,508.0,0.2992107570171356,0.10995494574308395,0.8802638053894043,0.012839785743248877,0.01312784883574421,0.00013411987804792737,0.008590230136178434,0.013743621807244566,0.9840148091316223,0.9919752059056831,0.9931639432907104,0.001085132360458374,0.0,0.0002597496204543859,0.0,0.026495344936847687,0.0,0.09515859186649323,0.0,0.9506036043167114,1.0,0.781722366809845,1.0,-7.674098014831543e-07,0.0,5.43566420674324e-06,0.0,0.0007043033838272095,0.0,-0.012040466070175171,0.0,-0.0027643442153930664,0.0,-0.0034977197647094727,0.0
0,8,agreement,4,optimized,0,0.004655918106436729,0.8899838924407959,0.15693697333335876,0.15614531934261322,0.07771701365709305,0.8215566873550415,0.8174124360084534,0.9713183045387268,0.035421136766672134,0.04366853088140488,0.0004855839360971004,0.0,162.0,0.0018989314557984471,0.0,188.0,0.620029866695404,1.0,272.0,0.5387285947799683,1.0,272.0,0.9564820528030396,1.0,272.0,0.692776620388031,1.0,272.0,0.19102391600608826,0.08001188933849335,0.889922022819519,0.18542775955625998,0.2286024273526729,0.005231827044447662,0.006250928854569793,0.7448362019082944,0.7126191258430481,0.8441677119169201,0.8215566873550415,0.00022586341947317123,0.0,0.001329111517407,0.0,0.5565075874328613,1.0,0.6151199340820312,1.0,0.9547959566116333,1.0,0.6913779973983765,1.0,0.00025972051662392914,0.0,0.0005698199383914471,0.0,0.06352227926254272,0.0,-0.07639133930206299,0.0,0.00168609619140625,0.0,0.001398622989654541,0.0
0,8,agreement,4,optimized,1,0.005918425042182207,0.8802383542060852,0.20538227260112762,0.29971399903297424,0.10759370774030685,0.6864134073257446,1.001681923866272,0.9785254001617432,0.20602810382843018,0.2678963243961334,0.0004065110406372696,0.0,51.0,0.0004785575729329139,0.0,996.0,0.05176413059234619,0.0,891.0,0.006173357833176851,0.0,996.0,0.6220101714134216,1.0,508.0,0.6086550951004028,1.0,508.0,0.2992107570171356,0.10995494574308395,0.8802638053894043,0.6885718477582378,0.8953432258479637,0.00672346744912914,0.008590230136178434,0.6889716513247174,0.49097439646720886,0.7006956518112617,0.6864134073257446,0.001085132360458374,0.0,0.0002597496204543859,0.0,0.026495344936847687,0.0,0.09515859186649323,0.0,0.9506036043167114,1.0,0.781722366809845,1.0,-0.0006786213198211044,0.0,0.00021880795247852802,0.0,0.025268785655498505,0.0,-0.08898523403331637,0.0,-0.3285934329032898,0.0,-0.17306727170944214,0.0
0,8,agreement,16,optimized,0,0.04686487466096878,0.8915163278579712,0.05647365376353264,0.20099493861198425,0.047897666692733765,0.2956365644931793,1.052197813987732,0.5986318588256836,0.18895040452480316,0.2244568020105362,0.15237608551979065,0.0,269.0,0.6147288680076599,1.0,272.0,0.37012138962745667,0.0,269.0,0.7126719951629639,1.0,272.0,0.9386333227157593,1.0,272.0,0.733618974685669,1.0,272.0,0.19102391600608826,0.08001188933849335,0.889922022819519,0.989145278116804,1.1750193729845972,0.05266177649193117,0.006250928854569793,7.497265726630024,0.10173454880714417,0.31895853775552735,0.2956365644931793,0.00022586341947317123,0.0,0.001329111517407,0.0,0.5565075874328613,1.0,0.6151199340820312,1.0,0.9547959566116333,1.0,0.6913779973983765,1.0,0.15215022210031748,0.0,0.6133997564902529,1.0,-0.18638619780540466,-1.0,0.09755206108093262,0.0,-0.016162633895874023,0.0,0.04224097728729248,0.0
0,8,agreement,16,optimized,1,0.04597622901201248,0.880706250667572,0.07878124713897705,0.363837331533432,0.0948617234826088,0.26329684257507324,1.2159901857376099,0.8627326488494873,0.3507958650588989,0.5380116105079651,5.641522307087143e-07,0.0,51.0,0.000298421538900584,0.0,51.0,4.791246738022892e-06,0.0,51.0,0.0002858422521967441,0.0,51.0,0.00046196673065423965,0.0,745.0,0.0021716649644076824,0.0,851.0,0.2992107570171356,0.10995494574308395,0.8802638053894043,1.1724039220916413,1.7981025009644072,0.052230057319775716,0.008590230136178434,5.352153351326405,0.08076698333024979,0.2841953260175997,0.26329684257507324,0.001085132360458374,0.0,0.0002597496204543859,0.0,0.026495344936847687,0.0,0.09515859186649323,0.0,0.9506036043167114,1.0,0.781722366809845,1.0,-0.0010845682082276653,0.0,3.8671918446198106e-05,0.0,-0.026490553690109664,0.0,-0.09487274961429648,0.0,-0.9501416375860572,-1.0,-0.7795507018454373,-1.0
0,8,agreement,32,optimized,0,0.06497374176979065,0.8896445035934448,0.038921721279621124,0.24112991988658905,0.04024893417954445,0.20375312864780426,1.262302279472351,0.5030369162559509,0.235870361328125,0.2736135721206665,0.5460896492004395,1.0,272.0,0.7828544974327087,1.0,272.0,0.657802402973175,1.0,272.0,0.8093565106391907,1.0,272.0,0.7465335726737976,1.0,272.0,0.8215606808662415,1.0,272.0,0.19102391600608826,0.08001188933849335,0.889922022819519,1.234768746551125,1.4323524396387413,0.07301060104562405,0.006250928854569793,10.39425392312553,0.043801747262477875,0.2092886696944626,0.20375312864780426,0.00022586341947317123,0.0,0.001329111517407,0.0,0.5565075874328613,1.0,0.6151199340820312,1.0,0.9547959566116333,1.0,0.6913779973983765,1.0,0.5458637857809663,1.0,0.7815253859153017,1.0,0.10129481554031372,0.0,0.19423657655715942,0.0,-0.2082623839378357,0.0,0.130182683467865,0.0
0,8,agreement,32,optimized,1,0.05534699931740761,0.8799682855606079,0.06120700389146805,0.36788564920425415,0.08520971983671188,0.2045615017414093,1.2295200824737549,0.7749512195587158,0.35426872968673706,0.51968914270401,4.909296649202588e-07,0.0,51.0,0.00014023671974427998,0.0,51.0,7.456924777216045e-06,0.0,51.0,0.00022989186982158571,0.0,51.0,0.0001765599736245349,0.0,413.0,0.0013989894650876522,0.0,788.0,0.2992107570171356,0.10995494574308395,0.8802638053894043,1.1840106726726014,1.7368665080254708,0.06287546867035346,0.008590230136178434,6.443017060079606,0.04887295141816139,0.22107227645763589,0.2045615017414093,0.001085132360458374,0.0,0.0002597496204543859,0.0,0.026495344936847687,0.0,0.09515859186649323,0.0,0.9506036043167114,1.0,0.781722366809845,1.0,-0.0010846414307934538,0.0,-0.0001195129007101059,0.0,-0.02648788801207047,0.0,-0.09492869999667164,0.0,-0.9504270443430869,-1.0,-0.7803233773447573,-1.0
