review_id,severity,global_blur,local_blur,soft_fusion_or_melting,discrete_duplication_or_extra_part,detachment_or_floating_part,topology_or_attachment_error,limb_or_object_misalignment,texture_break,other,none
3_9e21b6861e345eefc325,0,0,0,0,0,0,0,0,0,0,1
3_0ab53cb9e445c517e132,0,0,0,0,0,0,0,0,0,0,1
3_731747b66aa779fc195a,0,0,0,0,0,0,0,0,0,0,1
3_668f64118169db09560b,0,0,0,0,0,0,0,0,0,0,1
3_500dd40f90623f341ea6,0,0,0,0,0,0,0,0,0,0,1
3_550496788ef4d644609b,0,0,0,0,0,0,0,0,0,0,1
3_a9fc37bd1eebc042d338,0,0,0,0,0,0,0,0,0,0,1
3_57126e2b3f3974546581,0,0,0,0,0,0,0,0,0,0,1
3_a8814afcb4696279b21b,0,0,0,0,0,0,0,0,0,0,1
3_db666c9ecf8189607bb6,0,0,0,0,0,0,0,0,0,0,1
3_66c31c980a39f1feb99f,2,1,0,0,0,0,0,0,0,0,0
3_54abacdd72e96c3a35b2,0,0,0,0,0,0,0,0,0,0,1
3_3f116fa963af61a4d520,1,0,0,0,0,0,0,0,1,0,0
3_e126e4203065feddafca,0,0,0,0,0,0,0,0,0,0,1
3_17ac410caee3f01cf332,0,0,0,0,0,0,0,0,0,0,1
3_251112e75d831093abdb,0,0,0,0,0,0,0,0,0,0,1
3_9b61f9066c2265de1f28,0,0,0,0,0,0,0,0,0,0,1
3_82977ce4232601edc1b8,0,0,0,0,0,0,0,0,0,0,1
3_5e29c0541e21eb35310c,0,0,0,0,0,0,0,0,0,0,1
3_fcadf122e0d8fa3dee74,1,1,0,0,0,0,0,0,0,0,0
3_17982e0b24d857bb7907,0,0,0,0,0,0,0,0,0,0,1
3_fc4c0188d32c377f39c4,0,0,0,0,0,0,0,0,0,0,1
3_19e56e2dacb4fdbe61f6,0,0,0,0,0,0,0,0,0,0,1
3_a2b3c568651b5825ebc3,0,0,0,0,0,0,0,0,0,0,1
3_5cac8875dd1183e860c9,0,0,0,0,0,0,0,0,0,0,1
3_5b99a234e5213a84300f,0,0,0,0,0,0,0,0,0,0,1
3_fe20b4e47e86aa721ce7,0,0,0,0,0,0,0,0,0,0,1
3_c1f1c1995e7fb03f939f,0,0,0,0,0,0,0,0,0,0,1
3_f482a7910b6180033c1e,0,0,0,0,0,0,0,0,0,0,1
3_39d266c6e308606ed395,0,0,0,0,0,0,0,0,0,0,1
3_13a8fd77e52fd540b7b5,0,0,0,0,0,0,0,0,0,0,1
3_7d8f7d8e14923e6c0bf8,0,0,0,0,0,0,0,0,0,0,1
3_29d447c2597301a23768,0,0,0,0,0,0,0,0,0,0,1
3_4a98b35e1876081faa0a,0,0,0,0,0,0,0,0,0,0,1
3_b8668ec5aa7dc9b32934,0,0,0,0,0,0,0,0,0,0,1
3_347d655c1f8f24ad2712,0,0,0,0,0,0,0,0,0,0,1
3_03e441f15253964bcd14,0,0,0,0,0,0,0,0,0,0,1
3_3e99d4198ab23df28c8d,0,0,0,0,0,0,0,0,0,0,1
3_090f92382c4643f1d010,0,0,0,0,0,0,0,0,0,0,1
3_0552d32b9244a11cab40,0,0,0,0,0,0,0,0,0,0,1
3_1548ff87c4ef1c5f4818,0,0,0,0,0,0,0,0,0,0,1
3_e57745750e016bf34698,0,0,0,0,0,0,0,0,0,0,1
3_9d5a46dd21478c874829,0,0,0,0,0,0,0,0,0,0,1
3_2addae4fa906c207ca03,0,0,0,0,0,0,0,0,0,0,1
3_272803c2841bda9caaa6,0,0,0,0,0,0,0,0,0,0,1
3_2465c430e94c8cda8475,0,0,0,0,0,0,0,0,0,0,1
3_3dd75d350322ed0758d9,0,0,0,0,0,0,0,0,0,0,1
3_494b179430a6e7401be0,0,0,0,0,0,0,0,0,0,0,1
3_8c3bee02b83ab094ed55,3,1,0,1,0,0,0,0,0,0,0
3_939bf24c02784e8c68a1,0,0,0,0,0,0,0,0,0,0,1
3_36122511978da9e434a1,0,0,0,0,0,0,0,0,0,0,1
3_4df5bf052c9543cdabdf,0,0,0,0,0,0,0,0,0,0,1
3_fedc5ed8af9adcf20b34,0,0,0,0,0,0,0,0,0,0,1
3_7128af9dd6a41b0bcca1,0,0,0,0,0,0,0,0,0,0,1
3_77a66cde57abac3250b3,0,0,0,0,0,0,0,0,0,0,1
3_cc7eb6e64e8b08459a81,0,0,0,0,0,0,0,0,0,0,1
3_e4ef9dbb0b7ba64c8ad6,0,0,0,0,0,0,0,0,0,0,1
